ts_day,num_accounts,rewards_hnt,date
1622592000,"9,582","130,296",6/2/2021
1622678400,"9,649","131,394",6/3/2021
1622764800,"9,646","121,285",6/4/2021
1622851200,"9,889","131,711",6/5/2021
1622937600,"9,794","113,398",6/6/2021
1623024000,"10,123","144,169",6/7/2021
1623110400,"10,149","148,049",6/8/2021
1623196800,"10,357","134,014",6/9/2021
1623283200,"11,031","119,317",6/10/2021
1623369600,"11,501","136,144",6/11/2021
1623456000,"11,711","136,252",6/12/2021
1623542400,"11,548","113,361",6/13/2021
1623628800,"11,550","120,840",6/14/2021
1623715200,"11,269","95,627",6/15/2021
1623801600,"12,040","140,269",6/16/2021
1623888000,"12,349","158,618",6/17/2021
1623974400,"12,393","132,255",6/18/2021
1624060800,"12,876","146,025",6/19/2021
1624147200,"13,078","147,322",6/20/2021
1624233600,"13,132","134,095",6/21/2021
1624320000,"13,474","135,120",6/22/2021
1624406400,"13,961","139,926",6/23/2021
1624492800,"14,346","135,993",6/24/2021
1624579200,"14,359","108,014",6/25/2021
1624665600,"13,787","60,951",6/26/2021
1624752000,"16,067","140,613",6/27/2021
1624838400,"15,862","129,625",6/28/2021
1624924800,"15,311","109,870",6/29/2021
1625011200,"16,107","129,218",6/30/2021
1625097600,"16,557","148,356",7/1/2021
1625184000,"16,621","150,704",7/2/2021
1625270400,"17,311","154,058",7/3/2021
1625356800,"17,953","117,477",7/4/2021
1625443200,"18,068","118,981",7/5/2021
1625529600,"18,307","125,055",7/6/2021
1625616000,"18,290","121,521",7/7/2021
1625702400,"16,789","164,410",7/8/2021
1625788800,"17,510","181,009",7/9/2021
1625875200,"18,060","184,690",7/10/2021
1625961600,"18,539","182,731",7/11/2021
1626048000,"19,183","178,062",7/12/2021
1626134400,"19,371","177,854",7/13/2021
1626220800,"19,917","178,345",7/14/2021
1626307200,"21,606","172,734",7/15/2021
1626393600,"21,589","158,345",7/16/2021
1626480000,"21,919","133,685",7/17/2021
1626566400,"23,000","164,074",7/18/2021
1626652800,"22,745","151,481",7/19/2021
1626739200,"23,194","156,396",7/20/2021
1626825600,"23,767","157,574",7/21/2021
1626912000,"24,112","158,326",7/22/2021
1626998400,"24,524","154,419",7/23/2021
1627084800,"24,607","158,435",7/24/2021
1627171200,"24,683","154,310",7/25/2021
1627257600,"24,796","153,984",7/26/2021
1627344000,"25,022","161,799",7/27/2021
1627430400,"25,191","151,491",7/28/2021
1627516800,"25,533","164,183",7/29/2021
1627603200,"25,809","149,424",7/30/2021
1627689600,"26,283","157,891",7/31/2021
1627776000,"26,540","77,318",8/1/2021
1627862400,"26,810","78,837",8/2/2021
1627948800,"27,172","76,829",8/3/2021
1628035200,"27,628","76,507",8/4/2021
1628121600,"28,556","78,946",8/5/2021
1628208000,"28,801","74,821",8/6/2021
1628294400,"29,216","73,737",8/7/2021
1628380800,"29,895","63,153",8/8/2021
1628467200,"30,074","61,525",8/9/2021
1628553600,"30,615","63,370",8/10/2021
1628640000,"31,254","67,822",8/11/2021
1628726400,"32,180","70,211",8/12/2021
1628812800,"33,512","80,899",8/13/2021
1628899200,"35,098","80,519",8/14/2021
1628985600,"35,562","79,218",8/15/2021
1629072000,"35,891","79,816",8/16/2021
1629158400,"36,014","84,970",8/17/2021
1629244800,"36,186","81,117",8/18/2021
1629331200,"36,265","83,778",8/19/2021
1629417600,"36,373","81,171",8/20/2021
1629504000,"36,674","83,669",8/21/2021
1629590400,"38,392","79,385",8/22/2021
1629676800,"39,149","78,787",8/23/2021
1629763200,"39,780","76,887",8/24/2021
1629849600,"41,937","76,185",8/25/2021
1629936000,"42,244","57,410",8/26/2021
1630022400,"42,702","80,414",8/27/2021
1630108800,"42,954","82,042",8/28/2021
1630195200,"43,493","83,837",8/29/2021
1630281600,"43,488","78,039",8/30/2021
1630368000,"43,628","85,410",8/31/2021
1630454400,"43,606","88,932",9/1/2021
1630540800,"42,830","85,954",9/2/2021
1630627200,"43,039","75,319",9/3/2021
1630713600,"45,628","78,787",9/4/2021
1630800000,"47,465","77,753",9/5/2021
1630886400,"47,539","76,561",9/6/2021
1630972800,"46,095","52,904",9/7/2021
1631059200,"47,714","79,870",9/8/2021
1631145600,"48,036","75,691",9/9/2021
1631232000,"48,312","77,101",9/10/2021
1631318400,"48,414","75,963",9/11/2021
1631404800,"47,671","75,636",9/12/2021
1631491200,"48,033","76,445",9/13/2021
1631577600,"48,281","77,967",9/14/2021
1631664000,"48,971","79,318",9/15/2021
1631750400,"47,266","75,572",9/16/2021
1631836800,"56,640","78,460",9/17/2021
1631923200,"57,683","65,703",9/18/2021
1632009600,"59,821","78,341",9/19/2021
1632096000,"60,092","80,002",9/20/2021
1632182400,"60,630","78,399",9/21/2021
1632268800,"60,735","82,443",9/22/2021
1632355200,"61,437","88,295",9/23/2021
1632441600,"61,769","84,401",9/24/2021
1632528000,"62,142","82,906",9/25/2021
1632614400,"62,411","80,349",9/26/2021
1632700800,"62,657","84,002",9/27/2021
1632787200,"64,594","84,165",9/28/2021
1632873600,"65,783","79,886",9/29/2021
1632960000,"65,461","46,124",9/30/2021
1633046400,"67,951","85,547",10/1/2021
1633132800,"68,231","89,649",10/2/2021
1633219200,"68,387","90,018",10/3/2021
1633305600,"68,469","83,000",10/4/2021
1633392000,"68,526","82,084",10/5/2021
1633478400,"68,632","86,351",10/6/2021
1633564800,"68,754","79,695",10/7/2021
1633651200,"68,883","80,926",10/8/2021
1633737600,"69,746","82,974",10/9/2021
1633824000,"72,389","81,258",10/10/2021
1633910400,"73,208","84,976",10/11/2021
1633996800,"73,443","80,182",10/12/2021
1634083200,"74,052","84,298",10/13/2021
1634169600,"74,142","80,354",10/14/2021
1634256000,"74,259","81,969",10/15/2021
1634342400,"74,043","82,981",10/16/2021
1634428800,"73,761","81,540",10/17/2021
1634515200,"73,671","81,560",10/18/2021
1634601600,"74,028","80,042",10/19/2021
1634688000,"75,907","79,545",10/20/2021
1634774400,"76,332","83,825",10/21/2021
1634860800,"76,635","82,196",10/22/2021
1634947200,"74,535","49,554",10/23/2021
1635033600,"79,842","81,294",10/24/2021
1635120000,"79,876","82,107",10/25/2021
1635206400,"75,617","83,369",10/26/2021
1635292800,"70,149","78,918",10/27/2021
1635379200,"76,838","84,370",10/28/2021
1635465600,"81,872","82,688",10/29/2021
1635552000,"85,039","81,979",10/30/2021
1635638400,"86,999","82,204",10/31/2021
1635724800,"88,040","85,424",11/1/2021
1635811200,"88,863","83,293",11/2/2021
1635897600,"89,928","82,377",11/3/2021
1635984000,"89,402","66,746",11/4/2021
1636070400,"92,835","81,382",11/5/2021
1636156800,"93,838","82,640",11/6/2021
1636243200,"94,684","81,316",11/7/2021
1636329600,"95,929","83,582",11/8/2021
1636416000,"95,748","81,300",11/9/2021
1636502400,"98,264","81,915",11/10/2021
1636588800,"100,436","83,674",11/11/2021
1636675200,"102,038","80,553",11/12/2021
1636761600,"105,400","77,467",11/13/2021
1636848000,"106,528","75,011",11/14/2021
1636934400,"105,398","47,366",11/15/2021
1637107200,"87,974","80,364",11/17/2021
1637193600,"110,438","88,191",11/18/2021
1637280000,"112,277","81,393",11/19/2021
1637366400,"113,270","60,348",11/20/2021
1637452800,"101,542","66,940",11/21/2021
1637539200,"115,838","79,173",11/22/2021
1637625600,"114,146","92,028",11/23/2021
1637712000,"117,970","83,461",11/24/2021
1637798400,"118,464","85,172",11/25/2021
1637884800,"118,524","80,249",11/26/2021
1637971200,"116,111","54,956",11/27/2021
1638057600,"117,649","86,411",11/28/2021
1638144000,"117,480","85,165",11/29/2021
1638230400,"118,109","77,328",11/30/2021
1638316800,"122,730","80,654",12/1/2021
1638403200,"122,224","81,830",12/2/2021
1638489600,"122,316","72,382",12/3/2021
1638576000,"127,648","85,660",12/4/2021
1638662400,"128,781","79,544",12/5/2021
1638748800,"128,367","74,517",12/6/2021
1638835200,"128,795","89,219",12/7/2021
1638921600,"128,573","78,006",12/8/2021
1639008000,"130,192","87,457",12/9/2021
1639094400,"131,948","83,332",12/10/2021
1639180800,"132,527","77,199",12/11/2021
1639267200,"131,904","76,752",12/12/2021
1639353600,"132,640","74,565",12/13/2021
1639440000,"132,720","73,623",12/14/2021
1639526400,"134,799","66,517",12/15/2021
1639612800,"137,690","74,577",12/16/2021
1639699200,"138,379","76,031",12/17/2021
1639785600,"138,353","66,015",12/18/2021
1639958400,"140,559","71,049",12/20/2021
1640044800,"140,640","72,199",12/21/2021
1640131200,"140,193","71,178",12/22/2021
1640217600,"141,415","75,699",12/23/2021
1640304000,"141,397","74,265",12/24/2021
1640390400,"141,314","76,355",12/25/2021
1640476800,"141,368","76,565",12/26/2021
1640563200,"141,262","75,885",12/27/2021
1640649600,"141,001","72,480",12/28/2021
1640736000,"141,508","71,061",12/29/2021
1640822400,"142,509","73,676",12/30/2021
1640908800,"143,204","70,115",12/31/2021
