,service_domain,quarter,num_nodes_final,total_rewards,total_rewards_dollar,total_rewards_dollar_fixed,total_relays,avg_stake,rewards_per_node_final,rewards_per_node_final_fixed,active
15,bunila.org,20231,,138.99443,8.622374775707256,4.169832899999999,596359.0,,4.311187387853628,2.0849164499999997,
16,bwtechnologies.app,20231,,1630.073707,100.62149670351396,48.90221121,2971558.0,,16.77024945058566,8.150368535,
17,bwtechnologies3.com,20231,,6926.816133,423.94358420225547,207.80448399,8137058.0,,28.2629056134837,13.853632266,
18,c0d3r.org,20231,6074.0,7598895.928974,462802.94901572395,227966.87786921998,28944540934.0,21509.193835513663,26.31206714513184,12.960763992792085,1.0
19,chainpokt.com,20231,75.0,379870.581949,23083.10878960857,11396.11745847,462000373.0,60000.0,102.59159462048254,50.649410926533335,1.0
20,chainstacklabs.com,20231,10.0,4136.692034,251.65003253345796,124.10076102,20667199.0,15000.0,9.320371575313258,4.596324482222222,1.0
21,cloudnodechain.com,20231,,125232.96788,7628.647044149445,3756.9890364,149785612.0,,101.7152939219926,50.093187152,
22,code2node.net,20231,10.0,3456.251707,213.11095947612648,103.68755121,16164145.0,16731.22641118161,7.103698649204216,3.456251707,1.0
23,com.mt,20231,8.0,8564.516602,516.0340525430688,256.93549806,12218963.0,60000.0,21.5014188559612,10.705645752499999,1.0
24,crypto-solutions.net,20231,2.0,514.903417,31.24712406140063,15.447102509999999,2368637.0,25200.68922305764,5.207854010233438,2.5745170849999996,1.0
25,cryptonode.tools,20231,,288969.63316,17125.62374142137,8669.0889948,523948776.0,,76.79651901982676,38.87483854170404,
26,cryptopath.me,20231,,39.557491999999996,2.2918089688402254,1.18672476,207516.0,,0.7639363229467419,0.39557492,
27,cts-node-runner.net,20231,,15.111372,1.034710975930515,0.45334116,64586.0,,0.34490365864350503,0.15111372,
28,cybernode.org,20231,6.0,849.612355,50.720679845431704,25.48837065,2453608.0,25286.893059125734,7.245811406490243,3.641195807142857,1.0
29,dacminfrastructure.com,20231,7.0,277.594738,16.91480047254015,8.32784214,1288447.0,15000.0,0.8054666891685786,0.3965639114285714,1.0
30,dappnode.io,20231,5.0,719.52925,43.212642255256064,21.5858775,3428273.0,18497.950819672133,3.928422023205097,1.9623525,0.0
31,detoo.info,20231,,33.90116,2.038743339163111,1.0170348,152924.0,,0.6795811130543704,0.3390116,
32,dkvalidator.one,20231,1.0,1.265922,0.07415746790212623,0.037977659999999996,5319.0,18497.950819672133,0.07415746790212623,0.037977659999999996,0.0
33,dnvmf1111.de,20231,,29.851541,1.7973482524843745,0.89554623,134794.0,,0.5991160841614581,0.29851541,
34,doorgod.io,20231,7.0,3414.384415,200.01398400603082,102.43153244999999,3925513.0,78632.40418118468,28.57342628657583,14.633076064285714,0.0
35,dopenodes.com,20231,1.0,6.97835,0.4508279655562848,0.2093505,32553.0,15000.0,0.1502759885187616,0.0697835,1.0
36,dubosecloud.com,20231,,1897.772545,117.4851590917149,56.93317635,2172024.0,,7.83234393944766,3.7955450899999996,
37,easix.com,20231,2.0,1.1499679999999999,0.06929096999689138,0.034499039999999995,4827.0,16968.045112781954,0.03464548499844569,0.017249519999999997,1.0
38,easy2stake.com,20231,883.0,3942115.759814,239868.18370096065,118263.47279442,4809635253.0,65736.96375609541,94.47348708190653,46.57876045467507,1.0
39,emcsquare.xyz,20231,41.0,14935.517171,876.1520365397079,448.06551513,45817488.0,19882.058176729315,12.884588772642763,6.5891987519117645,1.0
40,enact-e.net,20231,5.0,746.765245,44.589736411957915,22.402957349999998,1538255.0,37470.56603773585,2.9726490941305275,1.49353049,1.0
41,epitech.nl,20231,1.0,30.239222,1.647663764303979,0.90717666,40346.0,59351.0634800618,1.647663764303979,0.90717666,1.0
42,fort.software,20231,,31237.351658,1884.6936672502213,937.12054974,38632092.0,,67.31048811607933,33.468591062142856,
43,germs-mixtape.xyz,20231,,725.832038,45.30252637016501,21.77496114,1706720.0,,15.100842123388338,7.25832038,
44,germscryptonodes.net,20231,3.0,762.782995,47.73859871493255,22.88348985,3523940.0,15000.0,5.304288746103617,2.5426099833333335,1.0
45,goodpokt.com,20231,134.0,654935.125802,39799.02679305196,19648.053774059998,797582108.0,60000.0,101.0127583579999,49.86815678695431,1.0
46,grandcentralnode.com,20231,109.0,543488.983905,33048.042305119896,16304.66951715,653263699.0,60000.0,101.06434955694158,49.86137467018349,1.0
47,gunray.xyz,20231,64.0,17606.772734,1078.8165356775419,528.20318202,80883479.0,15000.0,5.8951723261067865,2.886356185901639,1.0
48,hashquark.io,20231,1.0,635.94552,38.60480256907197,19.078365599999998,1472151.0,34064.15094339623,12.86826752302399,6.359455199999999,1.0
49,hjhsing.cc,20231,,186.235568,11.378369611579204,5.58706704,866340.0,,3.7927898705264016,1.86235568,
50,hubcap.pro,20231,1.0,15.710754999999999,0.9592412562765741,0.47132264999999995,70307.0,15039.98667110963,0.3197470854255247,0.15710754999999998,1.0
51,immensedao.com,20231,15.0,5529.83823,333.6393487227121,165.8951469,25758781.0,17032.07547169811,7.4142077493936025,3.6865588199999997,1.0
52,incbcstaking.com,20231,5.0,2.294796,0.13442870944017693,0.06884388000000001,4087.0,79261.46341463416,0.03360717736004423,0.017210970000000003,0.0
53,jebroku.com,20231,,1.910902,0.11564565508464546,0.05732706,8029.0,,0.05782282754232273,0.02866353,
54,jorgevc.net,20231,,18.871671,1.2135622213907449,0.56615013,82293.0,,0.6067811106953724,0.283075065,
55,jsquare-stake.xyz,20231,9.0,15070.337979,953.3001176709815,452.11013937,16573059.0,66739.54372623574,35.30741176559191,16.744819976666665,0.0
56,kelepool.io,20231,,16.98909,1.0887467432293534,0.5096727,68472.0,,0.5443733716146767,0.25483635,
57,lightspeedstake.io,20231,92.0,136371.44823,8257.63675612157,4091.1434468999996,485659434.0,19733.331599750363,29.91897375406366,14.822983503260868,1.0
58,linodeusercontent.com,20231,,0.089326,0.00523269994346044,0.00267978,360.0,,0.00523269994346044,0.00267978,
59,liquify.com,20231,,10623.487253,622.3218452424356,318.70461759,28775923.0,,103.72030754040594,53.117436265,
60,liquify.info,20231,22.0,279.974888,17.418763630874516,8.39924664,1183552.0,15175.472739645105,8.709381815437258,4.19962332,1.0
61,liquify.ltd,20231,909.0,2463886.583703,149868.21118210003,73916.59751109,4316239744.0,33600.964257406056,55.67169806170135,27.457874261177565,1.0
62,livaras.com,20231,,987.1443919999999,59.808561301585144,29.61433176,1138355.0,,19.936187100528382,9.871443919999999,
63,lunastations.online,20231,,312.971387,18.266018803987276,9.38914161,528832.0,,6.0886729346624255,3.12971387,
64,madpokt.com,20231,,10834.310661,657.986156591668,325.02931982999996,13729854.0,,43.86574377277786,21.668621321999996,
65,mind-heart-soul.org,20231,2.0,1132.013702,70.15979932106572,33.96041106,5298952.0,15000.0,11.693299886844287,5.660068509999999,1.0
66,mindkast.com,20231,2.0,628.631067,37.96482254914679,18.85893201,1935388.0,25074.999999999996,6.327470424857798,3.143155335,1.0
67,mynnodes.com,20231,1.0,192.414358,12.518336248710812,5.77243074,210012.0,67872.18045112783,4.172778749570271,1.92414358,1.0
68,nextnode.ch,20231,1.0,0.029809,0.0016242219839563764,0.00089427,156.0,16716.666666666664,0.0016242219839563764,0.00089427,1.0
69,node-river-001.com,20231,428.0,2121804.384782,129132.13888069494,63654.13154346,2559473979.0,60000.0,100.72709741083848,49.65220869224649,1.0
70,nodedaddy.com,20231,,2138.661204,131.3775291207911,64.15983612,2731481.0,,21.896254853465184,10.69330602,
71,nodefleet.org,20231,2032.0,6870156.960725,417571.51081620576,206104.70882174998,9828988547.0,43646.69197704388,70.47620435716553,34.785604864430375,1.0
72,nodeifi.io,20231,7.0,4331.850302,261.440581651995,129.95550906,4886008.0,70376.20375836092,17.429372110133,8.663700604,1.0
73,nodeinfra.io,20231,100.0,5632.843093,332.78091398604465,168.98529279,5764437.0,87407.78048780496,3.6569331207257654,1.8569812394505494,0.0
74,nodepilots.net,20231,4.0,2429.253312,149.9298844492103,72.87759936,8694134.0,21210.056390977443,12.494157037434192,6.07313328,1.0
75,noderunner24.com,20231,54.0,105.363126,6.17215170793515,3.16089378,1963931.0,88068.2926829268,6.17215170793515,3.16089378,0.0
76,noderunnerpkte2s.xyz,20231,103.0,516378.478835,31443.275168897497,15491.35436505,626168531.0,55252.134146341465,102.42109175536643,50.460437671172635,1.0
77,nodies.org,20231,2344.0,8765225.115785,532711.1815692447,262956.75347354996,10844909374.0,66652.82593044225,81.8925721090307,40.423789926756335,1.0
78,obeliskindustries.live,20231,,0.786143,0.04605210612421715,0.02358429,1509.0,,0.04605210612421715,0.02358429,
79,obsidianowl.xyz,20231,5.0,1448.656839,87.9042912785983,43.45970517,6650753.0,16968.045112781954,5.860286085239887,2.897313678,1.0
80,onchainnetworks.com,20231,,0.7473019999999999,0.047051695900540313,0.022419059999999998,3178.0,,0.015683898633513438,0.0074730199999999995,
81,p2pify.com,20231,,385.967782,23.63806773542377,11.57903346,1765100.0,,7.879355911807924,3.85967782,
82,pjnodes.net,20231,1.0,911.997567,55.251219677457485,27.35992701,1069066.0,67315.43624161073,18.417073225819163,9.11997567,1.0
83,pn-10.xyz,20231,231.0,766724.597799,46774.026477738924,23001.73793397,907542034.0,68128.30188679275,67.49498770236497,33.191541030259735,1.0
84,pokt.cash,20231,24.0,4634.817417,283.9806821738897,139.04452251,10206395.0,24161.12762294294,6.310681826086438,3.089878278,1.0
85,pokt.live,20231,7.0,8485.858903,527.4296407633561,254.57576709,9709299.0,67872.18045112783,25.115697179207434,12.122655575714285,1.0
86,pokt.network,20231,87.0,649.070789,38.76388272232523,19.47212367,2619992.0,17417.161091653572,1.9381941361162613,0.9736061834999999,1.0
87,poktchg.com,20231,,380856.556917,23178.59394251946,11425.69670751,458917599.0,,103.01597307786426,50.7808742556,
88,poktclouds.com,20231,1.0,0.327807,0.021060757975841664,0.00983421,1437.0,15537.005163511187,0.007020252658613888,0.0032780699999999997,1.0
89,poktloft.com,20231,161.0,774110.073377,47069.65616395351,23223.302201309998,937046536.0,60000.0,100.79155495493256,49.7286985038758,1.0
90,poktmarbs.com,20231,6.0,6245.857849,392.43388866094836,187.37573547,7076486.0,60000.0,21.80188270338602,10.409763081666666,1.0
91,poktminer.com,20231,14.0,38263.672062,2306.5848797611507,1147.91016186,49149237.0,60000.0,60.69960209897765,30.208162154210527,1.0
92,poktnodelord.com,20231,33.0,169645.378066,10304.113404492035,5089.361341979999,205725102.0,60000.0,104.08195358072763,51.407690323030295,1.0
93,poktnodes.net,20231,4.0,690.732466,42.12033215073311,20.721973979999998,2851057.0,18025.159744408946,5.265041518841639,2.5902467474999997,0.0
94,poktnodes.network,20231,271.0,127470.928711,7588.372132314635,3824.1278613299996,187168115.0,74918.60450081389,22.719677042858187,11.449484614760477,1.0
95,poktscan.cloud,20231,2539.0,5613527.703833,341566.799584493,168405.83111499,11887031360.0,22723.20496557128,49.06863950359043,24.192764130870565,1.0
96,poktschool.com,20231,,750172.366976,45610.383894907885,22505.17100928,903084584.0,,100.90792897103515,49.7902013479646,
97,poktstaking.com,20231,,5898.228183,345.5170754282166,176.94684549,25003688.0,,38.39078615869073,19.660760609999997,
98,poktvalidators.nl,20231,,228.361005,13.613544018852702,6.85083015,2785709.0,,4.537848006284234,2.28361005,
99,poktymcpoktface.com,20231,11.0,21561.302424,1319.9387948951517,646.83907272,24815377.0,60000.0,39.99814529985308,19.60118402181818,1.0
100,qspider.com,20231,37.0,43300.427158,2631.107209861257,1299.0128147399998,69815286.0,23864.524810310602,24.589787008049132,12.140306679813083,1.0
101,r3lik.com,20231,2.0,315.057342,19.92669095860483,9.45172026,965601.0,25742.395437262356,3.3211151597674715,1.57528671,0.0
102,raddicted.eu,20231,,10856.368003,667.123953362928,325.69104009,12548614.0,,37.062441853496,18.093946671666668,
103,republiccrypto-runtime.com,20231,30.0,118410.937223,7291.657948265607,3552.3281166899997,141782343.0,64303.78869066383,81.01842164739563,39.47031240766666,1.0
104,rockpokt.net,20231,20.0,36294.724504,2237.9479868788408,1088.8417351199998,53140465.0,53076.92307692308,37.29913311464735,18.147362251999997,1.0
105,rockx.com,20231,1.0,332.696436,20.487839018734604,9.98089308,1502950.0,15000.0,6.829279672911535,3.32696436,1.0
106,sekode.com,20231,1.0,967.46718,59.555346028305095,29.024015399999996,1413105.0,51484.79087452471,19.85178200943503,9.674671799999999,0.0
107,selfhost.co,20231,,531.5322659999999,31.93437359162254,15.945967979999999,1673888.0,,3.5482637324025044,1.77177422,
108,sendnodes.io,20231,906.0,3122234.397035,189975.3897289261,93667.03191105,5040516825.0,25970.27782148795,73.57683568122621,36.27692947755616,1.0
109,solarnode.net,20231,,802.5477719999999,48.624984055850256,24.076433159999997,971396.0,,16.20832801861675,8.02547772,
110,spacebelt.cloud,20231,23.0,81972.131204,4944.794679919284,2459.16393612,116585008.0,60000.0,85.25508068826352,42.399378208965516,1.0
111,stakely.io,20231,34.0,3177.912951,189.14379418630983,95.33738853,15398019.0,15000.0,1.8543509233951945,0.9346802797058823,1.0
112,stakenode.club,20231,,259.233266,15.819347194483822,7.776997979999999,300191.0,,5.273115731494607,2.59233266,
113,stakenodes.org,20231,23.0,35953.607286,2174.1996470228437,1078.60821858,93232686.0,37500.0,31.51013981192527,15.632003167826088,1.0
114,stakesquid.eu,20231,,256.438265,16.27172317569434,7.69314795,526527.0,,5.423907725231447,2.56438265,
115,staketomorrow.com,20231,123.0,589192.73732,35825.900048772826,17675.7821196,717699155.0,60000.0,98.96657472036692,48.828127402209944,1.0
116,starferrum.com,20231,,856.831642,51.8688672235627,25.70494926,957687.0,,17.289622407854235,8.56831642,
117,starlinktoday.com,20231,,697174.509563,40675.44926190137,20915.235286889998,936426987.0,,69.17593411887988,35.570128038928566,
118,steonode.de,20231,,91.64462,5.185823305882131,2.7493385999999997,436977.0,,1.728607768627377,0.9164461999999999,
