,service_domain,month,num_nodes_final,total_rewards,total_rewards_dollar,total_rewards_dollar_fixed,total_relays,avg_stake,rewards_per_node_final,rewards_per_node_final_fixed,active,cost_estimate_hardware,cost_estimate_all,cost_estimate_hardware_lower,cost_estimate_hardware_upper,cost_estimate_hardware_total,cost_estimate_all_total,cost_estimate_hardware_lower_total,cost_estimate_hardware_upper_total
19,chainpokt.com,2023-01,75.0,158877.007404,9306.98461433485,4766.31022212,189346393.0,60000.0,124.09312819113133,63.5508029616,1.0,21.250875650139527,34.38577628289555,6.147516627735257,36.3542346725438,1593.8156737604645,2578.933221217166,461.06374708014425,2726.5676004407846
20,chainstacklabs.com,2023-01,10.0,2154.205242,126.19292980784525,64.62615726,10987917.0,15000.0,12.619292980784525,6.462615726,1.0,21.831747113030858,35.54849483810822,6.728388090626588,36.93510613543513,218.31747113030858,355.4849483810822,67.28388090626588,369.35106135435126
21,cloudnodechain.com,2023-01,25.0,49203.303652,2882.320088640343,1476.09910956,55905684.0,,115.29280354561371,59.0439643824,,21.696306169652978,35.27673309290309,6.592947147248708,36.79966519205725,542.4076542413244,881.9183273225773,164.8236786812177,919.9916298014311
22,code2node.net,2023-01,10.0,1212.2925870000001,71.01586717699674,36.36877761,5241112.0,16733.04637924598,7.101586717699673,3.636877761,1.0,21.831747113030858,35.54849483810822,6.728388090626588,36.93510613543513,218.31747113030858,355.4849483810822,67.28388090626588,369.35106135435126
23,com.mt,2023-01,8.0,5278.630682,309.221172684884,158.35892045999998,8227939.0,60000.0,38.6526465856105,19.794865057499997,1.0,21.84986967290934,35.58488756783005,6.746510650505069,36.95322869531361,174.7989573832747,284.6791005426404,53.97208520404055,295.6258295625089
24,crypto-solutions.net,2023-01,2.0,231.613247,13.567859575953127,6.94839741,955723.0,16968.045112781954,6.783929787976564,3.474198705,1.0,21.904327663860084,35.69428945168706,1.108590649904965,42.700064677815206,43.80865532772017,71.38857890337412,2.21718129980993,85.40012935563041
25,cryptonode.tools,2023-01,63.0,110015.067977,6444.661576506777,3300.45203931,234859221.0,,102.29621550010758,52.38812760809524,,21.35693780950193,34.59753198537222,6.253578787097659,36.4602968319062,1345.4870819986215,2179.64451507845,393.97546358715255,2296.9987004100904
26,cryptopath.me,2023-01,1.0,1.390764,0.08147068831210191,0.04172292,5831.0,,0.08147068831210191,0.04172292,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
27,cts-node-runner.net,2023-01,1.0,0.990794,0.058040522443420096,0.029723819999999998,4163.0,,0.058040522443420096,0.029723819999999998,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
28,cybernode.org,2023-01,6.0,763.2809560000001,44.712851972613024,22.89842868,2109861.0,26974.730797490636,7.452141995435504,3.8164047799999996,1.0,21.868007276346862,35.62131755456608,6.7646482539425925,36.971366298751136,131.20804365808118,213.7279053273965,40.587889523655555,221.8281977925068
29,dacminfrastructure.com,2023-01,7.0,97.421397,5.7069267466777545,2.92264191,403589.0,15000.0,0.8152752495253935,0.4175202728571428,1.0,21.85893659340298,35.60309790168835,6.75557757099871,36.96229561580725,153.01255615382087,249.22168531181845,47.28904299699097,258.73606931065075
30,dappnode.io,2023-01,3.0,247.352101,14.489838623889138,7.420563029999999,1016225.0,18497.950819672133,4.829946207963046,2.47352101,1.0,21.895241915495955,35.676032475017664,1.0995049015408362,42.69097892945108,65.68572574648786,107.02809742505299,3.2985147046225087,128.07293678835322
31,detoo.info,2023-01,1.0,17.897153,1.0484117893021387,0.53691459,73133.0,,1.0484117893021387,0.53691459,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
32,dkvalidator.one,2023-01,1.0,1.265922,0.07415746790212623,0.037977659999999996,5319.0,18497.950819672133,0.07415746790212623,0.037977659999999996,1.0,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
33,dnvmf1111.de,2023-01,1.0,22.378395,1.3109220859686475,0.67135185,100779.0,,1.3109220859686475,0.67135185,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
34,doorgod.io,2023-01,7.0,3414.384415,200.01398400603082,102.43153244999999,3925513.0,78632.40418118468,28.57342628657583,14.633076064285714,1.0,21.85893659340298,35.60309790168835,6.75557757099871,36.96229561580725,153.01255615382087,249.22168531181845,47.28904299699097,258.73606931065075
35,dopenodes.com,2023-01,1.0,1.299956,0.07615117309295233,0.038998679999999994,5462.0,15000.0,0.07615117309295233,0.038998679999999994,1.0,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
36,dubosecloud.com,2023-01,5.0,633.543865,37.11287807094473,19.00631595,660340.0,,7.422575614188946,3.8012631900000002,,21.877081723302254,35.63954653123222,1.0813447093471353,42.67281873725737,109.38540861651127,178.1977326561611,5.406723546735677,213.36409368628688
37,easix.com,2023-01,1.0,0.975038,0.05711753898609342,0.02925114,4092.0,16968.045112781954,0.05711753898609342,0.02925114,1.0,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
38,easy2stake.com,2023-01,798.0,1478698.59353,86621.87993148091,44360.9578059,1747012987.0,60871.89677135237,108.54872171864777,55.59017268909774,1.0,15.743711115789704,23.753909024623216,9.12668065176838,22.360741579811027,12563.481470400184,18955.619401649325,7283.0911601111675,17843.8717806892
39,emcsquare.xyz,2023-01,41.0,6236.436405,365.32924819020366,187.09309215,23258187.0,18623.63376078141,8.910469468053748,4.5632461499999994,1.0,21.552761850646693,34.98914345086893,6.449402828242423,36.656120873050966,883.6632358765144,1434.554881485626,264.42551595793935,1502.9009557950897
40,enact-e.net,2023-01,5.0,232.08513499999998,13.595502684464867,6.96255405,542438.0,42580.188679245286,2.7191005368929733,1.3925108099999999,1.0,21.877081723302254,35.63954653123222,1.0813447093471353,42.67281873725737,109.38540861651127,178.1977326561611,5.406723546735677,213.36409368628688
41,fort.software,2023-01,9.0,9543.109875,559.0335457016912,286.29329624999997,10253644.0,,62.11483841129902,31.810366249999998,,21.840806513305292,35.5666865482247,6.7374474909010225,36.94416553570956,196.56725861974763,320.1001789340223,60.6370274181092,332.497489821386
42,germs-mixtape.xyz,2023-01,1.0,208.182204,12.195273572087297,6.245466120000001,434992.0,,12.195273572087297,6.245466120000001,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
43,germscryptonodes.net,2023-01,3.0,253.809598,14.868117559325583,7.6142879400000005,1055207.0,15000.0,4.956039186441861,2.53809598,1.0,21.895241915495955,35.676032475017664,1.0995049015408362,42.69097892945108,65.68572574648786,107.02809742505299,3.2985147046225087,128.07293678835322
44,goodpokt.com,2023-01,128.0,257117.102641,15061.870546674798,7713.51307923,304895777.0,,117.67086364589686,60.26182093148437,,20.78869947090007,33.465917479971786,7.4979231246623534,34.07947581713779,2660.953532275209,4283.637437436389,959.7341599567812,4362.172904593637
45,grandcentralnode.com,2023-01,109.0,218716.058699,12812.344759511761,6561.481760969999,252206484.0,60000.0,117.54444733497029,60.19708037587156,1.0,20.95321792293375,33.79281382631215,7.6624415766960325,34.243994269171466,2283.900753599779,3683.416707068024,835.2061318598676,3732.59537533969
46,gunray.xyz,2023-01,64.0,7490.153727,438.7717683964681,224.70461181,31693417.0,15000.0,6.855808881194814,3.51100955953125,1.0,21.34807911428229,34.57983598010137,6.244720091878019,36.45143813668656,1366.2770633140665,2213.109502726488,399.6620858801932,2332.89204074794
47,hashquark.io,2023-01,1.0,273.619558,16.028581215729695,8.20858674,570339.0,,16.028581215729695,8.20858674,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
48,hjhsing.cc,2023-01,1.0,71.876305,4.2105001579567585,2.15628915,300981.0,,4.2105001579567585,2.15628915,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
49,hubcap.pro,2023-01,1.0,8.812137,0.5162132949159892,0.26436411,36785.0,,0.5162132949159892,0.26436411,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
50,immensedao.com,2023-01,15.0,2302.644067,134.8884476994427,69.07932201,9763608.0,17032.07547169811,8.992563179962847,4.605288134,1.0,21.786506447048488,35.45767576328684,6.683147424644218,36.88986546945276,326.7975967057273,531.8651364493026,100.24721136966328,553.3479820417914
51,incbcstaking.com,2023-01,5.0,2.294796,0.13442870944017693,0.06884388000000001,4087.0,79261.46341463416,0.03360717736004423,0.017210970000000003,1.0,21.877081723302254,35.63954653123222,1.0813447093471353,42.67281873725737,109.38540861651127,178.1977326561611,5.406723546735677,213.36409368628688
52,jebroku.com,2023-01,1.0,1.57437,0.09222629256863414,0.0472311,6615.0,,0.09222629256863414,0.0472311,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
53,jorgevc.net,2023-01,1.0,9.05709,0.5305625946635484,0.27171270000000003,38055.0,,0.5305625946635484,0.27171270000000003,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
54,jsquare-stake.xyz,2023-01,9.0,8306.600169,486.5990443395516,249.19800507,8779618.0,,54.0665604821724,27.68866723,,21.840806513305292,35.5666865482247,6.7374474909010225,36.94416553570956,196.56725861974763,320.1001789340223,60.6370274181092,332.497489821386
55,kelepool.io,2023-01,1.0,8.494545,0.4976088164836909,0.25483635,34236.0,,0.4976088164836909,0.25483635,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
56,lightspeedstake.io,2023-01,92.0,54493.999908,3192.2480603354547,1634.81999724,179053925.0,14977.76679841897,34.69834848190712,17.76978257869565,1.0,21.101521948678013,34.088005752773356,7.810745602440296,34.39229829491573,1941.3400192783772,3136.0965292551487,718.5885954245072,3164.0914431322476
57,linodeusercontent.com,2023-01,1.0,0.089326,0.00523269994346044,0.00267978,360.0,,0.00523269994346044,0.00267978,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
58,liquify.com,2023-01,6.0,10623.487253,622.3218452424356,318.70461759,28775923.0,,103.72030754040594,53.117436265,,21.868007276346862,35.62131755456608,6.7646482539425925,36.971366298751136,131.20804365808118,213.7279053273965,40.587889523655555,221.8281977925068
59,liquify.info,2023-01,16.0,187.527747,10.985339443433757,5.62583241,772831.0,15211.706967646232,10.985339443433757,5.62583241,1.0,21.777469570028156,35.43953981019446,6.6741105476238864,36.88082859243242,348.4395131204505,567.0326369631114,106.78576876198218,590.0932574789188
60,liquify.ltd,2023-01,892.0,938185.449795,54958.72366497665,28145.563493849997,1635030462.0,40555.555555555555,61.61291890692449,31.553322302522417,1.0,15.141546935330084,22.638579885356787,8.837310385232573,21.445783485427594,13506.259866314434,20193.613257738252,7882.880863627455,19129.638869001414
61,livaras.com,2023-01,1.0,415.979825,24.36801834581403,12.479394749999999,431526.0,,24.36801834581403,12.479394749999999,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
62,lunastations.online,2023-01,1.0,241.046408,14.120452337650207,7.23139224,422204.0,,14.120452337650207,7.23139224,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
63,madpokt.com,2023-01,5.0,4227.205055,247.62886116353792,126.81615165,4822996.0,,49.52577223270758,25.36323033,,21.877081723302254,35.63954653123222,1.0813447093471353,42.67281873725737,109.38540861651127,178.1977326561611,5.406723546735677,213.36409368628688
64,mind-heart-soul.org,2023-01,2.0,300.466653,17.601278890410942,9.013999590000001,1243618.0,15000.0,8.800639445205471,4.5069997950000005,1.0,21.904327663860084,35.69428945168706,1.108590649904965,42.700064677815206,43.80865532772017,71.38857890337412,2.21718129980993,85.40012935563041
65,mindkast.com,2023-01,2.0,250.778062,14.690530762023586,7.52334186,636476.0,25074.999999999996,7.345265381011793,3.76167093,1.0,21.904327663860084,35.69428945168706,1.108590649904965,42.700064677815206,43.80865532772017,71.38857890337412,2.21718129980993,85.40012935563041
66,mynnodes.com,2023-01,1.0,67.15111,3.9336991413508477,2.0145333,69755.0,67872.18045112783,3.9336991413508477,2.0145333,1.0,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
67,node-river-001.com,2023-01,427.0,847166.859607,49626.872113014215,25415.00578821,984556765.0,60000.0,116.22218293445952,59.519919878711946,1.0,18.3634245769473,28.718897987717398,9.509981042541112,27.216868111353484,7841.182294356497,12262.969440755329,4060.761905165055,11621.602683547937
68,nodedaddy.com,2023-01,2.0,686.4545559999999,40.21237619919577,20.593636679999996,802701.0,,20.106188099597887,10.296818339999998,,21.904327663860084,35.69428945168706,1.108590649904965,42.700064677815206,43.80865532772017,71.38857890337412,2.21718129980993,85.40012935563041
69,nodefleet.org,2023-01,1922.0,2530639.554623,148244.37962513184,75919.18663869,3564562215.0,32456.812162901573,77.13027035646817,39.50009710649844,1.0,9.876099314533603,13.365738092525481,6.135049680947928,13.617148948119278,18981.862882533584,25688.948613833974,11791.565486781918,26172.16027828525
70,nodeifi.io,2023-01,7.0,2284.511333,133.82623562035505,68.53533999,2350641.0,71078.11117669975,19.11803366005072,9.790762855714286,1.0,21.85893659340298,35.60309790168835,6.75557757099871,36.96229561580725,153.01255615382087,249.22168531181845,47.28904299699097,258.73606931065075
71,nodeinfra.io,2023-01,100.0,5377.627749,315.02040187788094,161.32883246999998,5502232.0,87407.78048780496,3.620924159515873,1.8543543962068962,1.0,21.03160151515122,33.94877206293829,7.740825168913503,34.32237786138894,2103.160151515122,3394.8772062938287,774.0825168913502,3432.2377861388936
72,nodepilots.net,2023-01,4.0,1033.666999,60.55201449996891,31.01000997,3752111.0,16968.045112781954,15.138003624992228,7.7525024925,1.0,21.886159935831092,35.65778483645813,1.0904229218759731,42.68189694978621,87.54463974332437,142.6311393458325,4.3616916875038925,170.72758779914483
73,noderunner24.com,2023-01,54.0,105.363126,6.17215170793515,3.16089378,1963931.0,88068.2926829268,6.17215170793515,3.16089378,0.0,21.436831671649067,34.757204101100385,6.333472649244797,36.54019069405334,1157.5889102690496,1876.8890214594207,342.007523059219,1973.1702974788802
74,noderunnerpkte2s.xyz,2023-01,103.0,207892.569442,12178.306835243928,6236.77708326,246051972.0,55252.134146341465,118.23598869168862,60.55123381805825,1.0,21.00544112467901,33.89670617348848,7.714664778441293,34.29621747091673,2163.5604358419378,3491.360735869314,794.6104721794532,3532.5103995044233
75,nodies.org,2023-01,2036.0,3293522.611105,192933.92272031453,98805.67833314999,4039977278.0,66853.38151845163,94.76125870349436,48.529311558521606,1.0,9.41987186176334,12.608494334690024,5.77491210684377,13.06483161668291,19178.859110550162,25670.894465428886,11757.721049533915,26599.997171566407
76,obeliskindustries.live,2023-01,1.0,0.786143,0.04605210612421715,0.02358429,1509.0,,0.04605210612421715,0.02358429,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
77,obsidianowl.xyz,2023-01,5.0,791.5975080000001,46.3716301564497,23.74792524,3411023.0,16968.045112781954,9.27432603128994,4.749585048,1.0,21.877081723302254,35.63954653123222,1.0813447093471353,42.67281873725737,109.38540861651127,178.1977326561611,5.406723546735677,213.36409368628688
78,onchainnetworks.com,2023-01,1.0,0.41888,0.02453791004093667,0.012566399999999998,1760.0,,0.02453791004093667,0.012566399999999998,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
79,p2pify.com,2023-01,1.0,175.702328,10.292608667033873,5.27106984,727312.0,,10.292608667033873,5.27106984,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
80,pjnodes.net,2023-01,1.0,318.342059,18.648416744625084,9.55026177,329463.0,,18.648416744625084,9.55026177,,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
81,pn-10.xyz,2023-01,231.0,249330.618479,14605.739798244855,7479.91855437,265083580.0,68128.30188679245,63.22831081491279,32.38059980246753,1.0,19.91906006082663,31.748054158722372,8.728394469637314,31.109725652015946,4601.302874050952,7333.800510664868,2016.2591224862194,7186.3466256156835
82,pokt.cash,2023-01,21.0,884.424898,51.80944085439408,26.53274694,3716071.0,18497.950819672136,2.5904720427197043,1.326637347,1.0,21.73234138025672,35.34899909300476,6.6289823578524505,36.83570040266099,456.3791689853911,742.3289809530999,139.20862951490147,773.5497084558808
83,pokt.live,2023-01,7.0,3191.6648370000003,186.96711385391237,95.74994511,3299801.0,67872.18045112783,26.70958769341605,13.678563587142857,1.0,21.85893659340298,35.60309790168835,6.75557757099871,36.96229561580725,153.01255615382087,249.22168531181845,47.28904299699097,258.73606931065075
84,pokt.network,2023-01,86.0,581.731337,34.077710120559146,17.45194011,2345602.0,17416.658916411452,1.8932061178088415,0.9695522283333333,1.0,21.154114779140187,34.192805635565556,7.86333843290247,34.44489112537791,1819.253871006056,2940.5812846586377,676.2471052296124,2962.2606367825
85,poktchg.com,2023-01,75.0,154631.123136,9058.261528457242,4638.933694079999,180376199.0,,120.77682037942989,61.85244925439999,,21.250875650139527,34.38577628289555,6.147516627735257,36.3542346725438,1593.8156737604645,2578.933221217166,461.06374708014425,2726.5676004407846
86,poktclouds.com,2023-01,1.0,0.111622,0.006538795346135965,0.00334866,469.0,15537.005163511187,0.006538795346135965,0.00334866,1.0,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455,21.913417182487336,35.71255577124508,1.1176801685322175,42.709154196442455
87,poktloft.com,2023-01,153.0,310341.510519,18179.746149454793,9310.24531557,362009278.0,60000.0,118.82187025787447,60.851276572352944,1.0,20.57419423501896,33.04060362219612,8.281403079432534,32.866985390605386,3147.851717957901,5055.212354196007,1267.0546711531777,5028.648764762624
88,poktmarbs.com,2023-01,6.0,2374.720642,139.11067963557912,71.24161926,2455939.0,60000.0,23.18511327259652,11.873603209999999,1.0,21.868007276346862,35.62131755456608,6.7646482539425925,36.971366298751136,131.20804365808118,213.7279053273965,40.587889523655555,221.8281977925068
89,poktminer.com,2023-01,12.0,17973.477285,1052.8828512751832,539.20431855,23892093.0,60000.0,87.74023760626527,44.9336932125,1.0,21.813639584234085,35.51213932729775,6.710280561829816,36.91699860663836,261.76367501080904,426.14567192757306,80.52336674195779,443.0039832796603
90,poktnodelord.com,2023-01,33.0,70640.038463,4138.079901387988,2119.2011538899997,83391478.0,,125.39636064812085,64.21821678454545,,21.624414903373616,35.13264400334255,6.521055880969346,36.72777392577788,713.6056918113293,1159.3772521103042,215.19484407198843,1212.0165395506701
91,poktnodes.net,2023-01,4.0,540.207224,31.64523554711642,16.20621672,2218598.0,18025.159744408946,7.911308886779105,4.05155418,1.0,21.886159935831092,35.65778483645813,1.0904229218759731,42.68189694978621,87.54463974332437,142.6311393458325,4.3616916875038925,170.72758779914483
92,poktnodes.network,2023-01,211.0,102110.662829,5981.623039339233,3063.31988487,143914135.0,87356.35907823248,28.348924357057978,14.518103719763033,1.0,20.08502744174908,32.074575910587846,7.7922362861626535,32.377818597335505,4237.940790209056,6767.735517134036,1644.16185638032,6831.719724037792
93,poktscan.cloud,2023-01,2216.0,1952687.292785,114388.04700257472,58580.618783549995,3916007162.0,40744.116598335866,51.61915478455538,26.435297284995485,1.0,8.742038207213401,11.499234603954726,5.356498691655375,12.127577722771427,19372.356667184897,25482.30388236367,11870.00110070831,26874.71223366148
94,poktschool.com,2023-01,150.0,295967.615039,17337.726109763076,8879.02845117,341543727.0,,115.58484073175384,59.193523007799996,,20.59981754621934,33.09135452426736,8.307026390632915,32.89260870180577,3089.972631932901,4963.703178640104,1246.0539585949373,4933.891305270866
95,poktstaking.com,2023-01,9.0,5898.228183,345.5170754282166,176.94684549,25003688.0,,38.39078615869073,19.660760609999997,,21.840806513305292,35.5666865482247,6.7374474909010225,36.94416553570956,196.56725861974763,320.1001789340223,60.6370274181092,332.497489821386
96,poktvalidators.nl,2023-01,2.0,206.908723,12.12067329941531,6.20726169,2693961.0,,6.060336649707655,3.103630845,,21.904327663860084,35.69428945168706,1.108590649904965,42.700064677815206,43.80865532772017,71.38857890337412,2.21718129980993,85.40012935563041
97,poktymcpoktface.com,2023-01,11.0,8401.746342999999,492.1726889593742,252.05239028999998,8684947.0,60000.0,44.74297172357947,22.91385366272727,1.0,21.82269147052668,35.53031243271896,6.719332448122412,36.926050492930955,240.04960617579349,390.8334367599085,73.91265692934653,406.18655542224053
98,qspider.com,2023-01,37.0,15899.548449,931.3924979303767,476.98645346999996,28881375.0,20553.513063734532,25.172770214334506,12.891525769459458,1.0,21.588558649710418,35.06082031044428,6.485199627306148,36.691917672114684,798.7766700392855,1297.2503514864384,239.9523862103275,1357.6009538682433
99,r3lik.com,2023-01,2.0,174.665959,10.231898369833683,5.2399787700000005,496873.0,17161.596958174905,5.1159491849168415,2.6199893850000002,1.0,21.904327663860084,35.69428945168706,1.108590649904965,42.700064677815206,43.80865532772017,71.38857890337412,2.21718129980993,85.40012935563041
100,raddicted.eu,2023-01,6.0,4165.840694,244.03414866846163,124.97522081999999,4314643.0,,40.67235811141027,20.82920347,,21.868007276346862,35.62131755456608,6.7646482539425925,36.971366298751136,131.20804365808118,213.7279053273965,40.587889523655555,221.8281977925068
